group,fresh,swing_pnl,day1_pnl
Common,False,1.9956743421107648,-2.4059327668380703
Common,False,8.55741376012016,0.9927405747649276
Common,False,5.808120407302586,2.171136653895278
Common,False,3.121431763651872,0.9143973931685867
Common,False,0.9353780201241557,-0.7811835860218275
Common,False,5.235796663566239,-0.35309663583388273
Common,False,0.4348768023927363,3.701805706802208
Common,False,-1.4058281182295351,-3.9351345243681335
Common,False,3.202542770300454,1.464127357772682
Common,False,0.007207124579666768,-3.184997279740942
Common,True,0.6322400664905636,-0.335191903451737
Common,True,3.347835478541783,-0.03375465085894147
Common,True,-13.596698051865674,0.46676971010908286
Delta,True,-10.45296697817264,6.829187911581758
Delta,False,-16.26799774958644,-0.8260656077231698
Common,True,-8.299991740516155,0.4641739754834173
Common,True,8.452410092409979,1.8608671413861355
Common,True,6.203882366060309,-0.43263925721728214
Common,True,4.965215153149316,-0.6834520206775885
Common,True,11.370168926693358,0.7765270956357817
Common,False,10.003921321520458,5.706447782821433
Common,False,5.7959001992821335,3.230122800623314
Common,False,4.500591729573844,0.41593558845856027
Common,False,-14.670441495348452,2.6526495954728446
Common,False,-20.136449429417127,-2.0232899031676133
Delta,True,7.3177622010249355,1.3843137698559937
Common,True,6.047312388569903,-1.040153800366217
Common,False,-0.011138948580602381,-0.4909414494128628
Common,False,6.693963255882318,-0.31626612468060866
Common,False,5.724199023375065,2.7352056039907646
Common,False,1.9962407383558034,-0.6460251240106851
Common,False,1.190739243782124,-0.41157107468722254
Common,False,5.019694239814121,-0.6480912628142432
Common,False,4.639374385579731,0.13637416800882374
Common,False,4.07642719463801,4.2310712466592015
Common,False,-1.5106613950737646,-5.912234876362632
Common,True,4.3286228112217495,1.308689611107705
Common,False,9.670706246063432,0.6404662653128446
Common,False,8.47943546297223,2.4481360722524936
Common,False,4.187170933760265,1.7614629554928207
Common,False,2.306935364891971,-0.6031414054990414
Common,False,-14.037115555051017,-0.38277262833698034
Common,False,-15.223627916478911,0.6907486299009724
Common,False,-18.080750493611653,-0.7471742803115355
