ticker,i,date,swing_pnl,day1_pnl,early_version
GMRAIRPORT,687,2024-06-14,5.553961357841963,1.4982953406885713,True
GMRAIRPORT,688,2024-06-18,3.7330497310532396,3.764619832243321,True
GMRAIRPORT,718,2024-07-31,-6.85978762715439,-0.007352400558779948,False
GMRAIRPORT,807,2024-12-09,-8.338235320692078,0.5759175302127106,False
GMRAIRPORT,946,2025-07-02,6.749493056978473,3.528599775688046,False
GMRAIRPORT,1138,2026-04-15,1.9771624013393385,2.3896095189934297,False
GODFRYPHLP,728,2024-08-12,16.353869444340297,-1.2715634869851833,False
GODFRYPHLP,732,2024-08-19,31.766098244398556,16.07548775887253,False
GODFRYPHLP,733,2024-08-20,12.068732809620265,3.111388849989649,False
GODFRYPHLP,854,2025-02-10,8.159579619036816,-1.9181296867263553,False
GODFRYPHLP,858,2025-02-14,19.685987444050788,2.321129004435063,False
GODFRYPHLP,859,2025-02-17,-13.933125589703577,13.465500549637778,False
GODFRYPHLP,860,2025-02-18,-24.543470662996512,-5.062558524096072,False
GODFRYPHLP,877,2025-03-17,12.69365954356454,8.492709127957653,False
GODFRYPHLP,946,2025-06-30,-3.347657456172215,-5.030394302861396,False
GODFRYPHLP,972,2025-08-05,14.557289319058064,2.6915397203920666,False
GODFRYPHLP,973,2025-08-06,11.40976062214325,11.973659193590148,False
GODFRYPHLP,974,2025-08-07,1.3575953954849451,-7.423248348782252,False
GODFRYPHLP,1106,2026-02-19,-19.054128083617407,-0.4533547639755775,False
GODFRYPHLP,1142,2026-04-17,5.478021389003307,2.4508514337513,False
GODFRYPHLP,1216,2026-08-04,-7.638331947122556,2.439474633637939,False
GODREJCP,80,2021-12-24,-5.535613073871137,-1.016744003358938,False
GODREJCP,152,2022-04-08,-5.010926649254676,2.1992208238225563,False
GODREJCP,177,2022-05-18,-10.104692212585565,-1.8193255883688697,False
GODREJCP,211,2022-07-05,2.6324938595920333,1.3597861366362984,False
GODREJCP,212,2022-07-06,0.7947247337916963,5.534921911936919,False
GODREJCP,213,2022-07-07,-4.029042607542821,-3.1222229298396353,False
GODREJCP,661,2024-05-06,5.5281362113734245,0.8225822611296119,False
